index,Country,Subject,Gender,Year,Value
560,NZL,MATH,BOY & GIRL,2006,522.0
561,NZL,MATH,BOY & GIRL,2009,519.0
562,NZL,MATH,BOY & GIRL,2012,500.0
563,NZL,MATH,BOY & GIRL,2015,495.0
564,NZL,MATH,BOY & GIRL,2018,494.0
565,NOR,MATH,BOY & GIRL,2003,495.0
566,NOR,MATH,BOY & GIRL,2006,490.0
567,NOR,MATH,BOY & GIRL,2009,498.0
568,NOR,MATH,BOY & GIRL,2012,489.0
569,NOR,MATH,BOY & GIRL,2015,502.0
570,NOR,MATH,BOY & GIRL,2018,501.0
571,POL,MATH,BOY & GIRL,2003,490.0
572,POL,MATH,BOY & GIRL,2006,495.0
573,POL,MATH,BOY & GIRL,2009,495.0
574,POL,MATH,BOY & GIRL,2012,518.0
575,POL,MATH,BOY & GIRL,2015,504.0
576,POL,MATH,BOY & GIRL,2018,516.0
577,PRT,MATH,BOY & GIRL,2003,466.0
578,PRT,MATH,BOY & GIRL,2006,466.0
579,PRT,MATH,BOY & GIRL,2009,487.0
580,PRT,MATH,BOY & GIRL,2012,487.0
581,PRT,MATH,BOY & GIRL,2015,492.0
582,PRT,MATH,BOY & GIRL,2018,492.0
583,SVK,MATH,BOY & GIRL,2003,498.0
584,SVK,MATH,BOY & GIRL,2006,492.0
585,SVK,MATH,BOY & GIRL,2009,497.0
586,SVK,MATH,BOY & GIRL,2012,482.0
587,SVK,MATH,BOY & GIRL,2015,475.0
588,SVK,MATH,BOY & GIRL,2018,486.0
589,ESP,MATH,BOY & GIRL,2003,485.0
590,ESP,MATH,BOY & GIRL,2006,480.0
591,ESP,MATH,BOY & GIRL,2009,483.0
592,ESP,MATH,BOY & GIRL,2012,484.0
593,ESP,MATH,BOY & GIRL,2015,486.0
594,ESP,MATH,BOY & GIRL,2018,481.0
595,SWE,MATH,BOY & GIRL,2003,509.0
596,SWE,MATH,BOY & GIRL,2006,502.0
597,SWE,MATH,BOY & GIRL,2009,494.0
598,SWE,MATH,BOY & GIRL,2012,478.0
599,SWE,MATH,BOY & GIRL,2015,494.0
600,SWE,MATH,BOY & GIRL,2018,502.0
601,CHE,MATH,BOY & GIRL,2003,527.0
602,CHE,MATH,BOY & GIRL,2006,530.0
603,CHE,MATH,BOY & GIRL,2009,534.0
604,CHE,MATH,BOY & GIRL,2012,531.0
605,CHE,MATH,BOY & GIRL,2015,521.0
606,CHE,MATH,BOY & GIRL,2018,515.0
607,TUR,MATH,BOY & GIRL,2003,423.0
608,TUR,MATH,BOY & GIRL,2006,424.0
609,TUR,MATH,BOY & GIRL,2009,445.0
610,TUR,MATH,BOY & GIRL,2012,448.0
611,TUR,MATH,BOY & GIRL,2015,420.0
612,TUR,MATH,BOY & GIRL,2018,454.0
613,GBR,MATH,BOY & GIRL,2006,495.0
614,GBR,MATH,BOY & GIRL,2009,492.0
615,GBR,MATH,BOY & GIRL,2012,494.0
616,GBR,MATH,BOY & GIRL,2015,492.0
617,GBR,MATH,BOY & GIRL,2018,502.0
618,USA,MATH,BOY & GIRL,2003,483.0
619,USA,MATH,BOY & GIRL,2006,474.0
620,USA,MATH,BOY & GIRL,2009,487.0
621,USA,MATH,BOY & GIRL,2012,481.0
622,USA,MATH,BOY & GIRL,2015,470.0
623,USA,MATH,BOY & GIRL,2018,478.0
624,BRA,MATH,BOY & GIRL,2003,356.0
625,BRA,MATH,BOY & GIRL,2006,370.0
626,BRA,MATH,BOY & GIRL,2009,386.0
627,BRA,MATH,BOY & GIRL,2012,389.0
628,BRA,MATH,BOY & GIRL,2015,377.0
629,BRA,MATH,BOY & GIRL,2018,384.0
630,CHL,MATH,BOY & GIRL,2006,411.0
631,CHL,MATH,BOY & GIRL,2009,421.0
632,CHL,MATH,BOY & GIRL,2012,423.0
633,CHL,MATH,BOY & GIRL,2015,423.0
634,CHL,MATH,BOY & GIRL,2018,417.0
635,EST,MATH,BOY & GIRL,2006,515.0
636,EST,MATH,BOY & GIRL,2009,512.0
637,EST,MATH,BOY & GIRL,2012,521.0
638,EST,MATH,BOY & GIRL,2015,520.0
639,EST,MATH,BOY & GIRL,2018,523.0
640,IDN,MATH,BOY & GIRL,2003,360.0
641,IDN,MATH,BOY & GIRL,2006,391.0
642,IDN,MATH,BOY & GIRL,2009,371.0
643,IDN,MATH,BOY & GIRL,2012,375.0
644,IDN,MATH,BOY & GIRL,2015,386.0
645,IDN,MATH,BOY & GIRL,2018,379.0
646,ISR,MATH,BOY & GIRL,2006,442.0
647,ISR,MATH,BOY & GIRL,2009,447.0
648,ISR,MATH,BOY & GIRL,2012,466.0
649,ISR,MATH,BOY & GIRL,2015,470.0
650,ISR,MATH,BOY & GIRL,2018,463.0
651,LVA,MATH,BOY & GIRL,2003,483.0
652,LVA,MATH,BOY & GIRL,2006,486.0
653,LVA,MATH,BOY & GIRL,2009,482.0
654,LVA,MATH,BOY & GIRL,2012,491.0
655,LVA,MATH,BOY & GIRL,2015,482.0
656,LVA,MATH,BOY & GIRL,2018,496.0
657,RUS,MATH,BOY & GIRL,2003,468.0
658,RUS,MATH,BOY & GIRL,2006,476.0
659,RUS,MATH,BOY & GIRL,2009,468.0
660,RUS,MATH,BOY & GIRL,2012,482.0
661,RUS,MATH,BOY & GIRL,2015,494.0
662,RUS,MATH,BOY & GIRL,2018,488.0
663,SGP,MATH,BOY,2015,564.0
664,SGP,MATH,GIRL,2015,564.0
665,SVN,MATH,BOY & GIRL,2006,504.0
666,SVN,MATH,BOY & GIRL,2009,501.0
667,SVN,MATH,BOY & GIRL,2012,501.0
668,SVN,MATH,BOY & GIRL,2015,510.0
669,SVN,MATH,BOY & GIRL,2018,509.0
670,OAVG,MATH,BOY & GIRL,2006,494.0
671,OAVG,MATH,BOY & GIRL,2009,495.0
672,OAVG,MATH,BOY & GIRL,2012,494.0
673,OAVG,MATH,BOY & GIRL,2015,490.0
674,OAVG,MATH,BOY & GIRL,2018,489.0
675,COL,MATH,BOY & GIRL,2015,390.0
676,COL,MATH,BOY & GIRL,2018,391.0
677,COL,MATH,BOY,2015,395.0
678,COL,MATH,BOY,2018,401.0
679,COL,MATH,GIRL,2015,384.0
680,COL,MATH,GIRL,2018,381.0
681,HKG,MATH,BOY & GIRL,2015,548.0
682,HKG,MATH,BOY,2015,549.0
683,HKG,MATH,GIRL,2015,547.0
684,PER,MATH,BOY & GIRL,2015,387.0
685,PER,MATH,BOY,2015,391.0
686,PER,MATH,GIRL,2015,382.0
687,SGP,MATH,BOY & GIRL,2015,564.0
688,TWN,MATH,BOY & GIRL,2015,542.0
689,TWN,MATH,BOY,2015,545.0
690,TWN,MATH,GIRL,2015,539.0
691,MAC,MATH,BOY & GIRL,2015,544.0
692,MAC,MATH,BOY,2015,540.0
693,MAC,MATH,GIRL,2015,548.0
694,CRI,MATH,BOY & GIRL,2018,402.0
695,CRI,MATH,BOY,2018,411.0
696,CRI,MATH,GIRL,2018,394.0
697,LTU,MATH,BOY & GIRL,2018,481.0
698,LTU,MATH,BOY,2018,480.0
699,LTU,MATH,GIRL,2018,482.0
700,AUS,READ,BOY,2000,513.0
701,AUS,READ,BOY,2003,506.0
702,AUS,READ,BOY,2006,495.0
703,AUS,READ,BOY,2009,496.0
704,AUS,READ,BOY,2012,495.09
705,AUS,READ,BOY,2015,487.0
706,AUS,READ,BOY,2018,487.0
707,AUS,READ,GIRL,2000,546.0
708,AUS,READ,GIRL,2003,545.0
709,AUS,READ,GIRL,2006,532.0
710,AUS,READ,GIRL,2009,533.0
711,AUS,READ,GIRL,2012,529.542
712,AUS,READ,GIRL,2015,519.0
713,AUS,READ,GIRL,2018,519.0
714,AUT,READ,BOY,2000,476.0
715,AUT,READ,BOY,2003,467.0
716,AUT,READ,BOY,2006,468.0
717,AUT,READ,BOY,2012,471.093
718,AUT,READ,BOY,2015,475.0
719,AUT,READ,BOY,2018,471.0
720,AUT,READ,GIRL,2000,509.0
721,AUT,READ,GIRL,2003,514.0
722,AUT,READ,GIRL,2006,513.0
723,AUT,READ,GIRL,2012,508.021
724,AUT,READ,GIRL,2015,495.0
725,AUT,READ,GIRL,2018,499.0
726,BEL,READ,BOY,2000,492.0
727,BEL,READ,BOY,2003,489.0
728,BEL,READ,BOY,2006,482.0
729,BEL,READ,BOY,2009,493.0
730,BEL,READ,BOY,2012,492.755
731,BEL,READ,BOY,2015,491.0
732,BEL,READ,BOY,2018,482.0
733,BEL,READ,GIRL,2000,525.0
734,BEL,READ,GIRL,2003,526.0
735,BEL,READ,GIRL,2006,522.0
736,BEL,READ,GIRL,2009,520.0
737,BEL,READ,GIRL,2012,524.602
738,BEL,READ,GIRL,2015,507.0
739,BEL,READ,GIRL,2018,504.0
740,CAN,READ,BOY,2000,519.0
741,CAN,READ,BOY,2003,514.0
742,CAN,READ,BOY,2006,511.0
743,CAN,READ,BOY,2009,507.0
744,CAN,READ,BOY,2012,505.512
745,CAN,READ,BOY,2015,514.0
746,CAN,READ,BOY,2018,506.0
747,CAN,READ,GIRL,2000,551.0
748,CAN,READ,GIRL,2003,546.0
749,CAN,READ,GIRL,2006,543.0
750,CAN,READ,GIRL,2009,542.0
751,CAN,READ,GIRL,2012,540.657
752,CAN,READ,GIRL,2015,540.0
753,CAN,READ,GIRL,2018,535.0
754,CZE,READ,BOY,2000,473.0
755,CZE,READ,BOY,2003,473.0
756,CZE,READ,BOY,2006,463.0
757,CZE,READ,BOY,2009,456.0
758,CZE,READ,BOY,2012,473.983
759,CZE,READ,BOY,2015,475.0
760,CZE,READ,BOY,2018,474.0
761,CZE,READ,GIRL,2000,510.0
762,CZE,READ,GIRL,2003,504.0
763,CZE,READ,GIRL,2006,509.0
764,CZE,READ,GIRL,2009,504.0
765,CZE,READ,GIRL,2012,512.79
766,CZE,READ,GIRL,2015,501.0
767,CZE,READ,GIRL,2018,507.0
768,DNK,READ,BOY,2000,485.0
769,DNK,READ,BOY,2003,479.0
770,DNK,READ,BOY,2006,480.0
771,DNK,READ,BOY,2009,480.0
772,DNK,READ,BOY,2012,480.89
773,DNK,READ,BOY,2015,489.0
774,DNK,READ,BOY,2018,486.0
775,DNK,READ,GIRL,2000,510.0
776,DNK,READ,GIRL,2003,505.0
777,DNK,READ,GIRL,2006,509.0
778,DNK,READ,GIRL,2009,509.0
779,DNK,READ,GIRL,2012,511.529
780,DNK,READ,GIRL,2015,511.0
781,DNK,READ,GIRL,2018,516.0
782,FIN,READ,BOY,2000,520.0
783,FIN,READ,BOY,2003,521.0
784,FIN,READ,BOY,2006,521.0
785,FIN,READ,BOY,2009,508.0
786,FIN,READ,BOY,2012,494.006
787,FIN,READ,BOY,2015,504.0
788,FIN,READ,BOY,2018,495.0
789,FIN,READ,GIRL,2000,571.0
790,FIN,READ,GIRL,2003,565.0
791,FIN,READ,GIRL,2006,572.0
792,FIN,READ,GIRL,2009,563.0
793,FIN,READ,GIRL,2012,555.708
794,FIN,READ,GIRL,2015,551.0
795,FIN,READ,GIRL,2018,546.0
796,FRA,READ,BOY,2000,490.0
797,FRA,READ,BOY,2003,476.0
798,FRA,READ,BOY,2006,470.0
799,FRA,READ,BOY,2009,475.0
800,FRA,READ,BOY,2012,482.972
801,FRA,READ,BOY,2015,485.0
802,FRA,READ,BOY,2018,480.0
803,FRA,READ,GIRL,2000,519.0
804,FRA,READ,GIRL,2003,514.0
805,FRA,READ,GIRL,2006,505.0
806,FRA,READ,GIRL,2009,515.0
807,FRA,READ,GIRL,2012,526.765
808,FRA,READ,GIRL,2015,514.0
809,FRA,READ,GIRL,2018,505.0
810,DEU,READ,BOY,2000,468.0
811,DEU,READ,BOY,2003,471.0
812,DEU,READ,BOY,2006,475.0
813,DEU,READ,BOY,2009,478.0
814,DEU,READ,BOY,2012,486.0
815,DEU,READ,BOY,2015,499.0
816,DEU,READ,BOY,2018,486.0
817,DEU,READ,GIRL,2000,502.0
818,DEU,READ,GIRL,2003,513.0
819,DEU,READ,GIRL,2006,517.0
820,DEU,READ,GIRL,2009,518.0
821,DEU,READ,GIRL,2012,530.119
822,DEU,READ,GIRL,2015,520.0
823,DEU,READ,GIRL,2018,512.0
824,GRC,READ,BOY,2000,456.0
825,GRC,READ,BOY,2003,453.0
826,GRC,READ,BOY,2006,432.0
827,GRC,READ,BOY,2009,459.0
828,GRC,READ,BOY,2012,451.718
829,GRC,READ,BOY,2015,449.0
830,GRC,READ,BOY,2018,437.0
831,GRC,READ,GIRL,2000,493.0
832,GRC,READ,GIRL,2003,490.0
833,GRC,READ,GIRL,2006,488.0
834,GRC,READ,GIRL,2009,506.0
835,GRC,READ,GIRL,2012,502.198
836,GRC,READ,GIRL,2015,486.0
837,GRC,READ,GIRL,2018,479.0
838,HUN,READ,BOY,2000,465.0
839,HUN,READ,BOY,2003,467.0
840,HUN,READ,BOY,2006,463.0
841,HUN,READ,BOY,2009,475.0
842,HUN,READ,BOY,2012,467.964
843,HUN,READ,BOY,2015,457.0
844,HUN,READ,BOY,2018,463.0
845,HUN,READ,GIRL,2000,496.0
846,HUN,READ,GIRL,2003,498.0
847,HUN,READ,GIRL,2006,503.0
848,HUN,READ,GIRL,2009,513.0
849,HUN,READ,GIRL,2012,507.549
850,HUN,READ,GIRL,2015,482.0
851,HUN,READ,GIRL,2018,489.0
852,ISL,READ,BOY,2000,488.0
853,ISL,READ,BOY,2003,464.0
854,ISL,READ,BOY,2006,460.0
855,ISL,READ,BOY,2009,478.0
856,ISL,READ,BOY,2012,457.275
857,ISL,READ,BOY,2015,460.0
858,ISL,READ,BOY,2018,454.0
859,ISL,READ,GIRL,2000,528.0
860,ISL,READ,GIRL,2003,522.0
861,ISL,READ,GIRL,2006,509.0
862,ISL,READ,GIRL,2009,522.0
863,ISL,READ,GIRL,2012,508.39
864,ISL,READ,GIRL,2015,502.0
865,ISL,READ,GIRL,2018,494.0
866,IRL,READ,BOY,2000,513.0
867,IRL,READ,BOY,2003,501.0
868,IRL,READ,BOY,2006,500.0
869,IRL,READ,BOY,2009,476.0
870,IRL,READ,BOY,2012,509.153
871,IRL,READ,BOY,2015,515.0
872,IRL,READ,BOY,2018,506.0
873,IRL,READ,GIRL,2000,542.0
874,IRL,READ,GIRL,2003,530.0
875,IRL,READ,GIRL,2006,534.0
876,IRL,READ,GIRL,2009,515.0
877,IRL,READ,GIRL,2012,537.669
878,IRL,READ,GIRL,2015,527.0
879,IRL,READ,GIRL,2018,530.0
880,ITA,READ,BOY,2000,469.0
881,ITA,READ,BOY,2003,455.0
882,ITA,READ,BOY,2006,448.0
883,ITA,READ,BOY,2009,464.0
884,ITA,READ,BOY,2012,470.938
885,ITA,READ,BOY,2015,477.0
886,ITA,READ,BOY,2018,464.0
887,ITA,READ,GIRL,2000,507.0
888,ITA,READ,GIRL,2003,495.0
889,ITA,READ,GIRL,2006,489.0
890,ITA,READ,GIRL,2009,510.0
891,ITA,READ,GIRL,2012,509.945
892,ITA,READ,GIRL,2015,493.0
893,ITA,READ,GIRL,2018,489.0
894,JPN,READ,BOY,2000,507.0
895,JPN,READ,BOY,2003,487.0
896,JPN,READ,BOY,2006,483.0
897,JPN,READ,BOY,2009,501.0
898,JPN,READ,BOY,2012,526.618
899,JPN,READ,BOY,2015,509.0
900,JPN,READ,BOY,2018,493.0
901,JPN,READ,GIRL,2000,537.0
902,JPN,READ,GIRL,2003,509.0
903,JPN,READ,GIRL,2006,513.0
904,JPN,READ,GIRL,2009,540.0
905,JPN,READ,GIRL,2012,550.724
906,JPN,READ,GIRL,2015,523.0
907,JPN,READ,GIRL,2018,514.0
908,KOR,READ,BOY,2000,519.0
909,KOR,READ,BOY,2003,525.0
910,KOR,READ,BOY,2006,539.0
911,KOR,READ,BOY,2009,523.0
912,KOR,READ,BOY,2012,524.965
913,KOR,READ,BOY,2015,498.0
914,KOR,READ,BOY,2018,503.0
915,KOR,READ,GIRL,2000,533.0
916,KOR,READ,GIRL,2003,547.0
917,KOR,READ,GIRL,2006,574.0
918,KOR,READ,GIRL,2009,558.0
919,KOR,READ,GIRL,2012,548.207
920,KOR,READ,GIRL,2015,539.0
921,KOR,READ,GIRL,2018,526.0
922,LUX,READ,BOY,2000,429.0
923,LUX,READ,BOY,2003,463.0
924,LUX,READ,BOY,2006,464.0
925,LUX,READ,BOY,2009,453.0
926,LUX,READ,BOY,2012,473.046
927,LUX,READ,BOY,2015,471.0
928,LUX,READ,BOY,2018,456.0
929,LUX,READ,GIRL,2000,456.0
930,LUX,READ,GIRL,2003,496.0
931,LUX,READ,GIRL,2006,495.0
932,LUX,READ,GIRL,2009,492.0
933,LUX,READ,GIRL,2012,503.024
934,LUX,READ,GIRL,2015,492.0
935,LUX,READ,GIRL,2018,485.0
936,MEX,READ,BOY,2000,411.0
937,MEX,READ,BOY,2003,389.0
938,MEX,READ,BOY,2006,393.0
939,MEX,READ,BOY,2009,413.0
940,MEX,READ,BOY,2012,411.365
941,MEX,READ,BOY,2015,416.0
942,MEX,READ,BOY,2018,415.0
943,MEX,READ,GIRL,2000,432.0
944,MEX,READ,GIRL,2003,410.0
945,MEX,READ,GIRL,2006,427.0
946,MEX,READ,GIRL,2009,438.0
947,MEX,READ,GIRL,2012,435.272
948,MEX,READ,GIRL,2015,431.0
949,MEX,READ,GIRL,2018,426.0
950,NLD,READ,BOY,2003,503.0
951,NLD,READ,BOY,2006,495.0
952,NLD,READ,BOY,2009,496.0
953,NLD,READ,BOY,2012,498.317
954,NLD,READ,BOY,2015,491.0
955,NLD,READ,BOY,2018,470.0
956,NLD,READ,GIRL,2003,524.0
957,NLD,READ,GIRL,2006,519.0
958,NLD,READ,GIRL,2009,521.0
959,NLD,READ,GIRL,2012,524.761
960,NLD,READ,GIRL,2015,515.0
961,NLD,READ,GIRL,2018,499.0
962,NZL,READ,BOY,2000,507.0
963,NZL,READ,BOY,2003,508.0
964,NZL,READ,BOY,2006,502.0
965,NZL,READ,BOY,2009,499.0
966,NZL,READ,BOY,2012,495.365
967,NZL,READ,BOY,2015,493.0
968,NZL,READ,BOY,2018,491.0
969,NZL,READ,GIRL,2000,553.0
970,NZL,READ,GIRL,2003,535.0
971,NZL,READ,GIRL,2006,539.0
972,NZL,READ,GIRL,2009,544.0
973,NZL,READ,GIRL,2012,529.765
974,NZL,READ,GIRL,2015,526.0
975,NZL,READ,GIRL,2018,520.0
976,NOR,READ,BOY,2000,486.0
977,NOR,READ,BOY,2003,475.0
978,NOR,READ,BOY,2006,462.0
979,NOR,READ,BOY,2009,480.0
980,NOR,READ,BOY,2012,481.284
981,NOR,READ,BOY,2015,494.0
982,NOR,READ,BOY,2018,476.0
983,NOR,READ,GIRL,2000,529.0
984,NOR,READ,GIRL,2003,525.0
985,NOR,READ,GIRL,2006,508.0
986,NOR,READ,GIRL,2009,527.0
987,NOR,READ,GIRL,2012,527.771
988,NOR,READ,GIRL,2015,533.0
989,NOR,READ,GIRL,2018,523.0
990,POL,READ,BOY,2000,461.0
991,POL,READ,BOY,2003,477.0
992,POL,READ,BOY,2006,487.0
993,POL,READ,BOY,2009,476.0
994,POL,READ,BOY,2012,496.706
995,POL,READ,BOY,2015,491.0
996,POL,READ,BOY,2018,495.0
997,POL,READ,GIRL,2000,497.0
998,POL,READ,GIRL,2003,516.0
999,POL,READ,GIRL,2006,528.0
1000,POL,READ,GIRL,2009,525.0
1001,POL,READ,GIRL,2012,538.687
1002,POL,READ,GIRL,2015,521.0
1003,POL,READ,GIRL,2018,528.0
1004,PRT,READ,BOY,2000,458.0
1005,PRT,READ,BOY,2003,459.0
1006,PRT,READ,BOY,2006,455.0
1007,PRT,READ,BOY,2009,470.0
1008,PRT,READ,BOY,2012,468.39
1009,PRT,READ,BOY,2015,490.0
1010,PRT,READ,BOY,2018,480.0
1011,PRT,READ,GIRL,2000,482.0
1012,PRT,READ,GIRL,2003,495.0
1013,PRT,READ,GIRL,2006,488.0
1014,PRT,READ,GIRL,2009,508.0
1015,PRT,READ,GIRL,2012,507.562
1016,PRT,READ,GIRL,2015,507.0
1017,PRT,READ,GIRL,2018,504.0
1018,SVK,READ,BOY,2003,453.0
1019,SVK,READ,BOY,2006,446.0
1020,SVK,READ,BOY,2009,452.0
1021,SVK,READ,BOY,2012,444.081
1022,SVK,READ,BOY,2015,435.0
1023,SVK,READ,BOY,2018,441.0
1024,SVK,READ,GIRL,2003,486.0
1025,SVK,READ,GIRL,2006,488.0
1026,SVK,READ,GIRL,2009,503.0
1027,SVK,READ,GIRL,2012,483.303
1028,SVK,READ,GIRL,2015,471.0
1029,SVK,READ,GIRL,2018,475.0
1030,ESP,READ,BOY,2000,481.0
1031,ESP,READ,BOY,2003,461.0
1032,ESP,READ,BOY,2006,443.0
1033,ESP,READ,BOY,2009,467.0
1034,ESP,READ,BOY,2012,473.806
1035,ESP,READ,BOY,2015,485.0
1036,ESP,READ,GIRL,2000,505.0
1037,ESP,READ,GIRL,2003,500.0
1038,ESP,READ,GIRL,2006,479.0
1039,ESP,READ,GIRL,2009,496.0
1040,ESP,READ,GIRL,2012,502.511
1041,ESP,READ,GIRL,2015,506.0
1042,SWE,READ,BOY,2000,499.0
1043,SWE,READ,BOY,2003,496.0
1044,SWE,READ,BOY,2006,488.0
1045,SWE,READ,BOY,2009,475.0
1046,SWE,READ,BOY,2012,457.991
1047,SWE,READ,BOY,2015,481.0
1048,SWE,READ,BOY,2018,489.0
1049,SWE,READ,GIRL,2000,536.0
1050,SWE,READ,GIRL,2003,533.0
1051,SWE,READ,GIRL,2006,528.0
1052,SWE,READ,GIRL,2009,521.0
1053,SWE,READ,GIRL,2012,509.135
1054,SWE,READ,GIRL,2015,520.0
1055,SWE,READ,GIRL,2018,523.0
1056,CHE,READ,BOY,2000,480.0
1057,CHE,READ,BOY,2003,482.0
1058,CHE,READ,BOY,2006,484.0
1059,CHE,READ,BOY,2009,481.0
1060,CHE,READ,BOY,2012,491.074
1061,CHE,READ,BOY,2015,480.0
1062,CHE,READ,BOY,2018,469.0
1063,CHE,READ,GIRL,2000,510.0
1064,CHE,READ,GIRL,2003,517.0
1065,CHE,READ,GIRL,2006,515.0
1066,CHE,READ,GIRL,2009,520.0
1067,CHE,READ,GIRL,2012,527.064
1068,CHE,READ,GIRL,2015,505.0
1069,CHE,READ,GIRL,2018,500.0
1070,TUR,READ,BOY,2003,426.0
1071,TUR,READ,BOY,2006,427.0
1072,TUR,READ,BOY,2009,443.0
1073,TUR,READ,BOY,2012,452.843
1074,TUR,READ,BOY,2015,414.0
1075,TUR,READ,BOY,2018,453.0
1076,TUR,READ,GIRL,2003,459.0
1077,TUR,READ,GIRL,2006,471.0
1078,TUR,READ,GIRL,2009,486.0
1079,TUR,READ,GIRL,2012,498.64
1080,TUR,READ,GIRL,2015,442.0
1081,TUR,READ,GIRL,2018,478.0
1082,GBR,READ,BOY,2006,480.0
1083,GBR,READ,BOY,2009,481.0
1084,GBR,READ,BOY,2012,486.631
1085,GBR,READ,BOY,2015,487.0
1086,GBR,READ,BOY,2018,494.0
1087,GBR,READ,GIRL,2006,510.0
1088,GBR,READ,GIRL,2009,507.0
1089,GBR,READ,GIRL,2012,511.534
1090,GBR,READ,GIRL,2015,509.0
1091,GBR,READ,GIRL,2018,514.0
1092,USA,READ,BOY,2000,490.0
1093,USA,READ,BOY,2003,479.0
1094,USA,READ,BOY,2009,488.0
1095,USA,READ,BOY,2012,482.498
1096,USA,READ,BOY,2015,487.0
1097,USA,READ,BOY,2018,494.0
1098,USA,READ,GIRL,2000,518.0
1099,USA,READ,GIRL,2003,511.0
1100,USA,READ,GIRL,2009,513.0
1101,USA,READ,GIRL,2012,513.269
1102,USA,READ,GIRL,2015,507.0
1103,USA,READ,GIRL,2018,517.0
1104,BRA,READ,BOY,2000,388.0
1105,BRA,READ,BOY,2003,384.0
1106,BRA,READ,BOY,2006,376.0
1107,BRA,READ,BOY,2009,397.0
1108,BRA,READ,BOY,2012,394.184
1109,BRA,READ,BOY,2015,395.0
1110,BRA,READ,BOY,2018,400.0
1111,BRA,READ,GIRL,2000,404.0
1112,BRA,READ,GIRL,2003,419.0
